SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE
100044,0,M,N,Y,0,121500.0,454500.0,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.030755,-21077,-1288,Drivers
100045,0,F,N,Y,0,99000.0,247275.0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.006207,-23920,365243,
100046,0,M,Y,Y,0,180000.0,540000.0,540000.0,Working,Higher education,Married,House / apartment,0.025164,-16126,-1761,Managers
100047,1,M,N,Y,0,202500.0,1193580.0,855000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-17482,-1262,Laborers
100048,0,F,N,Y,0,202500.0,604152.0,540000.0,Working,Secondary / secondary special,Married,House / apartment,0.009175,-16971,-475,Laborers
100049,1,F,N,N,0,135000.0,288873.0,238500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007305,-13384,-3597,Sales staff
100050,0,F,N,Y,0,108000.0,746280.0,675000.0,Pensioner,Higher education,Single / not married,House / apartment,0.010966,-23548,365243,
100051,0,M,N,Y,0,202500.0,661702.5,598500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007114,-9827,-758,
100052,0,F,N,Y,1,90000.0,180000.0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.009334,-7974,-895,Sales staff
100053,0,F,N,Y,0,202500.0,305221.5,252000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.019688999999999998,-20373,365243,
100054,0,F,N,Y,0,99000.0,260640.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.022625,-20121,-5332,Medicine staff
100055,0,F,N,N,0,130500.0,1350000.0,1350000.0,State servant,Secondary / secondary special,Married,House / apartment,0.020713,-19727,-4411,Managers
100056,0,M,Y,Y,0,360000.0,1506816.0,1350000.0,Working,Secondary / secondary special,Married,House / apartment,0.010006000000000001,-18264,-9523,Laborers
100058,0,F,N,Y,0,54000.0,135000.0,135000.0,State servant,Higher education,Married,House / apartment,0.014519999999999998,-12406,-1176,Core staff
100059,0,M,Y,Y,1,540000.0,675000.0,675000.0,Commercial associate,Higher education,Married,House / apartment,0.026392000000000002,-18632,-6977,Managers
100060,0,M,Y,N,0,76500.0,454500.0,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-12282,-778,
100061,0,F,N,Y,2,225000.0,314055.0,238500.0,Commercial associate,Higher education,Married,House / apartment,0.006629,-10473,-1392,Core staff
100062,0,M,Y,N,0,81000.0,675000.0,675000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.010006000000000001,-18611,365243,
100063,0,F,N,Y,0,180000.0,837427.5,666000.0,Working,Higher education,Married,House / apartment,0.022625,-12955,-4106,Managers
100064,0,F,N,N,0,67500.0,298728.0,202500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0.019101,-21621,365243,
100068,0,M,N,Y,0,81000.0,247500.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,0.031329,-18248,-2351,Security staff
100069,0,M,Y,Y,1,360000.0,640458.0,517500.0,Working,Secondary / secondary special,Separated,House / apartment,0.00733,-14186,-1743,Laborers
100070,0,M,Y,Y,0,540000.0,1227901.5,1129500.0,Working,Higher education,Widow,House / apartment,0.032561,-20544,-2091,Managers
100071,0,F,N,Y,0,180000.0,1663987.5,1588500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-20121,-2446,Accountants
100072,0,M,N,N,0,180000.0,1080000.0,1080000.0,Working,Incomplete higher,Single / not married,With parents,0.010006000000000001,-7907,-1324,Sales staff
100073,0,M,Y,Y,0,324000.0,1130760.0,810000.0,Pensioner,Higher education,Civil marriage,House / apartment,0.01885,-22843,365243,
100075,0,F,N,N,0,112500.0,95940.0,90000.0,Working,Higher education,Single / not married,House / apartment,0.00496,-12240,-3720,
100076,0,M,Y,N,0,180000.0,315000.0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-13866,-2546,Drivers
100077,0,M,N,Y,0,180000.0,1256400.0,900000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12049,-579,Core staff
100078,0,F,Y,Y,0,180000.0,1035000.0,1035000.0,State servant,Higher education,Married,House / apartment,0.028663,-19550,-4856,Core staff
100079,0,M,N,Y,0,225000.0,270000.0,270000.0,Working,Secondary / secondary special,Separated,Municipal apartment,0.00733,-15359,-114,Laborers
100080,0,F,N,N,1,157500.0,450000.0,450000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-11956,-3154,Sales staff
100081,0,M,Y,N,0,180000.0,450000.0,450000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.014519999999999998,-10848,-121,Laborers
100082,0,M,N,N,2,180000.0,450000.0,450000.0,Commercial associate,Higher education,Married,House / apartment,0.01885,-12009,-2844,Laborers
100083,0,M,Y,Y,0,103500.0,573628.5,463500.0,Working,Secondary / secondary special,Married,House / apartment,0.009656999999999999,-15406,-892,Laborers
100084,0,M,N,Y,2,225000.0,495351.0,459000.0,Working,Secondary / secondary special,Separated,House / apartment,0.02461,-14860,-1156,Laborers
100085,0,M,N,Y,1,157500.0,755190.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-11187,-2224,Drivers
100086,0,F,N,Y,1,135000.0,675000.0,675000.0,Commercial associate,Higher education,Widow,House / apartment,0.019101,-14264,-2492,Laborers
100087,0,F,N,Y,1,202500.0,1288350.0,1125000.0,Working,Secondary / secondary special,Married,House / apartment,0.003069,-17542,-2011,Cooking staff
100088,0,F,N,N,0,112500.0,135000.0,135000.0,Commercial associate,Higher education,Married,House / apartment,0.0228,-19467,-4066,
100089,0,M,N,Y,0,135000.0,337761.0,256500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-9666,-2811,Laborers
100093,0,F,N,Y,1,94500.0,585000.0,585000.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-18253,-721,Core staff
100094,0,F,N,Y,0,108000.0,113760.0,90000.0,Pensioner,Higher education,Single / not married,House / apartment,0.030755,-22935,365243,
100095,0,F,N,Y,2,67500.0,135000.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0.020246,-18693,-1434,Sales staff
100096,1,F,N,Y,0,81000.0,252000.0,252000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-24794,365243,
100097,0,M,Y,Y,0,157500.0,760225.5,679500.0,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-17527,-2442,
100098,0,M,Y,N,0,225000.0,270000.0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-17390,-924,Drivers
100099,0,F,N,Y,0,360000.0,733315.5,679500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.009175,-23032,365243,
100100,0,M,Y,Y,2,202500.0,796396.5,643500.0,Working,Higher education,Married,House / apartment,0.008019,-15909,-1094,Managers
100101,0,F,Y,Y,0,202500.0,343377.0,283500.0,State servant,Higher education,Single / not married,House / apartment,0.072508,-18138,-969,High skill tech staff
100102,0,F,N,N,1,126000.0,327024.0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,-14321,-192,Laborers
100103,0,F,N,Y,0,72000.0,450000.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.009175,-21112,-1694,
100104,0,F,N,Y,0,90000.0,547344.0,472500.0,Working,Secondary / secondary special,Married,House / apartment,0.022625,-18556,-862,Waiters/barmen staff
100105,0,F,N,Y,0,193500.0,225000.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.031329,-19810,-8862,Managers
100108,0,F,N,Y,3,171000.0,545040.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.006629,-12780,-1415,Sales staff
100110,0,M,Y,Y,3,135000.0,373140.0,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-10744,-741,Laborers
100111,0,F,Y,N,1,112500.0,862560.0,720000.0,Commercial associate,Secondary / secondary special,Married,With parents,0.0228,-10485,-1249,Sales staff
100112,1,M,Y,Y,0,315000.0,953460.0,900000.0,Commercial associate,Incomplete higher,Single / not married,With parents,0.030755,-10199,-2015,
100113,0,M,Y,N,0,76500.0,135000.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-15137,-7980,Low-skill Laborers
100114,0,F,N,Y,0,135000.0,284400.0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.030755,-10734,-693,Laborers
100115,0,F,N,N,0,90000.0,315000.0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-15371,-367,
100116,0,F,N,Y,0,243000.0,900000.0,900000.0,Working,Higher education,Married,House / apartment,0.010006000000000001,-14751,-6737,Core staff
100118,0,F,N,Y,0,90000.0,675000.0,675000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.026392000000000002,-22471,365243,
100119,0,F,N,Y,0,54000.0,180000.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0.015221,-11142,-2419,Medicine staff
100120,0,F,N,N,0,135000.0,781920.0,675000.0,Working,Higher education,Married,House / apartment,0.019688999999999998,-9650,-2953,Core staff
100121,0,M,N,Y,0,126000.0,787131.0,679500.0,Working,Secondary / secondary special,Married,With parents,0.018209,-16798,-669,Low-skill Laborers
100122,0,F,N,N,1,76500.0,808650.0,675000.0,Commercial associate,Higher education,Married,With parents,0.0228,-10954,-2469,Core staff
100123,0,F,N,N,0,103500.0,675000.0,675000.0,Working,Secondary / secondary special,Widow,House / apartment,0.020246,-23719,-8466,Security staff
100124,0,M,N,Y,0,225000.0,448272.0,396000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.072508,-24051,365243,
100125,0,F,N,N,0,126000.0,263686.5,238500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.009549,-21613,365243,
100126,0,M,N,Y,2,135000.0,180000.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0.04622,-12900,-782,
100127,0,M,N,Y,0,112500.0,52128.0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.02461,-21341,365243,
100129,0,F,Y,Y,1,85500.0,135000.0,135000.0,Working,Higher education,Married,House / apartment,0.018029,-9415,-225,
100130,1,F,N,Y,1,157500.0,723996.0,585000.0,Commercial associate,Incomplete higher,Separated,House / apartment,0.007273999999999999,-10526,-267,Sales staff
100131,0,F,N,Y,0,270000.0,891072.0,720000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-13830,-1169,Realty agents
100132,0,F,N,Y,0,202500.0,1136439.0,1089000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.032561,-23656,-968,Cleaning staff
100133,0,F,N,N,0,67500.0,384048.0,270000.0,Working,Secondary / secondary special,Civil marriage,With parents,0.002134,-9207,-1043,Core staff
100134,0,F,N,N,0,202500.0,180000.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-10085,-465,Secretaries
100135,0,M,N,Y,0,135000.0,391194.0,319500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00733,-19829,-215,Laborers
100136,0,M,Y,N,1,157500.0,1571931.0,1435500.0,State servant,Secondary / secondary special,Married,House / apartment,0.04622,-15949,-239,Laborers
100137,0,F,Y,Y,0,225000.0,891072.0,720000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-20284,365243,
100138,0,M,Y,N,0,135000.0,824823.0,688500.0,Pensioner,Higher education,Married,House / apartment,0.04622,-14339,365243,
100139,0,F,N,N,1,157500.0,302341.5,261000.0,Working,Secondary / secondary special,Married,House / apartment,0.010276,-13286,-2305,
100140,0,F,N,N,0,157500.0,675000.0,675000.0,Commercial associate,Higher education,Married,House / apartment,0.030755,-9223,-802,High skill tech staff
100142,0,M,Y,Y,1,360000.0,579195.0,468000.0,State servant,Higher education,Civil marriage,House / apartment,0.018801,-13379,-5387,High skill tech staff
100143,0,M,N,Y,0,162000.0,270000.0,270000.0,State servant,Higher education,Married,House / apartment,0.035792000000000004,-22881,-3420,Core staff
100144,0,F,N,N,0,112500.0,535500.0,535500.0,Working,Secondary / secondary special,Separated,House / apartment,0.028663,-16759,-4560,Sales staff
100145,0,F,Y,Y,1,202500.0,260725.5,198000.0,Working,Secondary / secondary special,Separated,House / apartment,0.01885,-16282,-4375,Laborers
100146,0,M,Y,Y,0,117000.0,327024.0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.00733,-22959,365243,
100147,0,F,N,Y,1,135000.0,518562.0,463500.0,Working,Secondary / secondary special,Married,House / apartment,0.0038130000000000004,-16142,-2832,Laborers
100148,0,F,N,Y,0,247500.0,755190.0,675000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008575,-16340,-8647,Medicine staff
100149,0,M,Y,N,0,171000.0,539590.5,445500.0,Working,Secondary / secondary special,Married,House / apartment,0.030755,-9203,-481,Low-skill Laborers
100151,0,M,N,N,0,135000.0,182016.0,144000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.019101,-16522,-1451,Accountants
100152,0,F,N,Y,0,157500.0,254412.0,166500.0,Working,Secondary / secondary special,Married,Municipal apartment,0.010032,-16083,-2764,Sales staff
100153,0,M,Y,Y,0,202500.0,1107981.0,967500.0,Working,Secondary / secondary special,Married,House / apartment,0.031329,-18413,-1895,Drivers
100154,0,M,N,N,0,144000.0,180000.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0.030755,-12157,-2995,Drivers
100155,0,M,N,N,0,157500.0,675000.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.015221,-11944,-2899,Laborers
100156,0,F,Y,N,2,157500.0,945000.0,945000.0,Commercial associate,Secondary / secondary special,Married,With parents,0.018209,-14235,-5411,Medicine staff
100157,0,M,N,Y,0,180000.0,1755000.0,1755000.0,Working,Secondary / secondary special,Married,House / apartment,0.014519999999999998,-16086,-1549,
100158,0,M,N,N,0,180000.0,590337.0,477000.0,Commercial associate,Incomplete higher,Married,House / apartment,0.0228,-12348,-1821,Core staff
100159,0,F,N,Y,0,225000.0,1515415.5,1354500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0038179999999999998,-14645,-4027,Sales staff
100160,1,M,N,Y,0,292500.0,675000.0,675000.0,Working,Higher education,Married,House / apartment,0.035792000000000004,-16667,-200,Managers
100161,0,F,N,Y,0,90000.0,370629.0,306000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0071200000000000005,-16219,-2599,Sales staff
100162,0,F,N,Y,0,112500.0,547344.0,472500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.020246,-21061,365243,
100163,0,F,N,Y,0,130500.0,550489.5,454500.0,Working,Higher education,Separated,House / apartment,0.018209,-19718,-5717,
100164,0,F,Y,N,1,450000.0,407434.5,387000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0.0105,-16097,-2630,Core staff
100165,0,F,Y,Y,0,175500.0,1293502.5,1129500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-21961,365243,
100166,0,F,N,Y,3,58500.0,152820.0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,0.025164,-14359,-1894,Core staff
100167,0,F,N,Y,0,180000.0,427500.0,427500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.026392000000000002,-15127,-1039,
100173,0,F,N,N,0,117000.0,781920.0,675000.0,Working,Higher education,Single / not married,House / apartment,0.02461,-11633,-2596,Core staff
100174,0,F,N,Y,2,180000.0,225000.0,225000.0,Working,Incomplete higher,Married,Municipal apartment,0.032561,-14597,-1997,Sales staff
100175,0,F,N,Y,1,202500.0,1251072.0,1080000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010147,-16296,-266,
100176,0,F,N,Y,0,135000.0,1078200.0,900000.0,Working,Secondary / secondary special,Married,House / apartment,0.010006000000000001,-17682,-4319,Laborers
100177,0,M,N,N,1,112500.0,312682.5,297000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010643000000000001,-14311,-334,
100178,0,F,N,Y,0,119250.0,679500.0,679500.0,Working,Higher education,Separated,House / apartment,0.008865999999999999,-19286,-1485,
100179,0,F,Y,N,0,202500.0,675000.0,675000.0,Commercial associate,Higher education,Married,House / apartment,0.031329,-11375,-2311,Managers
100180,0,F,N,Y,1,315000.0,1288350.0,1125000.0,Commercial associate,Higher education,Married,House / apartment,0.020713,-15581,-4940,Accountants
100181,1,F,N,Y,0,157500.0,245619.0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.022625,-17538,-7676,Private service staff
100182,0,F,N,Y,1,112500.0,135000.0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,0.020246,-13558,-4758,Core staff
100183,0,F,N,Y,0,103500.0,239850.0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018634,-24729,365243,
100185,0,M,N,Y,0,58500.0,187704.0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029,-20215,365243,
100186,0,F,N,Y,0,117000.0,269550.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.00702,-21861,365243,
100188,0,F,N,N,1,225000.0,1325475.0,1125000.0,Working,Higher education,Married,Office apartment,0.002506,-15323,-5785,Core staff
100189,0,F,N,Y,0,135000.0,263844.0,189000.0,Working,Incomplete higher,Separated,House / apartment,0.020713,-16807,-1094,Sales staff
100190,0,M,Y,N,0,162000.0,263686.5,238500.0,Commercial associate,Higher education,Married,House / apartment,0.022625,-13972,-4472,Laborers
100191,0,F,N,Y,0,112500.0,544491.0,454500.0,Working,Higher education,Separated,House / apartment,0.030755,-21819,-8355,High skill tech staff
100192,1,F,N,N,0,111915.0,225000.0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.018801,-7989,-150,Core staff
100193,0,F,Y,N,0,225000.0,296280.0,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.020246,-17879,-940,
100194,0,F,N,Y,2,157500.0,315000.0,315000.0,Working,Higher education,Civil marriage,House / apartment,0.020246,-12805,-5258,Laborers
100195,0,M,Y,Y,0,90000.0,336150.0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,0.030755,-10887,-341,
100196,0,F,Y,Y,0,164250.0,755190.0,675000.0,Working,Higher education,Married,House / apartment,0.018029,-11568,-2331,Secretaries
100197,0,F,N,N,2,157500.0,497520.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.0038130000000000004,-12019,-1148,Sales staff
100198,0,M,Y,Y,1,135000.0,531000.0,531000.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-13116,-1786,Drivers
100199,0,F,N,Y,0,112500.0,269550.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.022625,-20858,-472,Cleaning staff
100200,0,F,N,N,0,216000.0,450000.0,450000.0,Working,Secondary / secondary special,Widow,House / apartment,0.026392000000000002,-16891,-2730,
100201,0,F,N,Y,1,180000.0,675000.0,675000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.035792000000000004,-12147,-2178,Core staff
100202,0,F,N,N,0,67500.0,127350.0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.019101,-22994,365243,
100203,0,F,N,N,0,54000.0,119925.0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010276,-25104,365243,
100204,0,F,N,Y,1,81000.0,532494.0,454500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.009334,-19525,365243,
100205,0,F,N,Y,0,63000.0,808650.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.018209,-18302,-1373,Laborers
100206,0,M,Y,N,1,157500.0,318528.0,252000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-12027,-1720,Drivers
100207,0,F,N,Y,0,157500.0,700830.0,585000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-16518,-3592,Waiters/barmen staff
100208,0,M,N,N,1,180000.0,888840.0,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.007114,-12648,-2802,Laborers
100209,1,M,N,Y,3,180000.0,540000.0,540000.0,Commercial associate,Higher education,Married,House / apartment,0.02461,-15326,-1038,High skill tech staff
100210,0,F,N,Y,1,202500.0,771493.5,666000.0,Working,Higher education,Separated,House / apartment,0.005313,-16475,-17,Core staff
100211,0,M,N,N,3,225000.0,746280.0,675000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006233,-14033,-328,Cooking staff
100213,0,F,N,N,2,49500.0,278460.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13873,-1282,Laborers
100214,1,F,N,Y,1,202500.0,436032.0,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0.032561,-10127,-111,
100215,0,F,Y,N,0,90000.0,227520.0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-21703,365243,
100216,0,F,N,N,0,90000.0,67500.0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,0.018209,-19785,-9919,Sales staff
100217,0,F,N,N,0,180000.0,254700.0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,0.00496,-13620,-1403,Laborers
100218,0,M,Y,Y,0,337500.0,876078.0,765000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.072508,-13210,-225,Drivers
100219,0,M,N,Y,1,315000.0,2250000.0,2250000.0,Commercial associate,Higher education,Married,House / apartment,0.032561,-11177,-1514,Core staff
100220,0,F,N,Y,0,225000.0,1040985.0,909000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.0038179999999999998,-14823,-185,Sales staff
100221,0,F,N,Y,0,225000.0,684054.0,630000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.006629,-23656,-11883,
100224,0,F,Y,Y,2,225000.0,1256400.0,900000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019688999999999998,-14091,-5664,
